"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Rumania","ROU","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","16706.852","16600.509","18081.977","19380.095","18591.69","20205.17","20931.236","22878.413","24818.256","27894.869","34037.094","35943.934","37788.435","42482.195","39471.588","42478.528","47982.695","52566.445","59695.093","60208.473","58393.308","51264.66","50538.594","46493.893","46699.245","48793.102","53545.534","61462.587","56248.113","57256.538","55437.706","44033.336","35060.187","38818.862","35228.869","39944.631","39511.925","38400.824","33945.419","28415.583","27161.469","31979.907","30414.098","29842.046","27176.137","26270.388","28646.604","28279.904","26530.745","23758.493","23795.163","23564.142","23083.765","22134.012","21814.983","23765.827","23846.501","","","","",
"Federación de Rusia","RUS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","364554.805","395067.912","441924.838","484088.004","519272.869","554124.037","592726.546","646279.414","689073.304","738185.435","804345.449","857212.588","931021.964","1000698.631","1072568.164","1134199.433","1162270.318","1204092.453","1291814.427","1298602.044","1329591.861","1345851.339","1352653.624","1353427.361","1324021.688","1336841.52","1338238.647","1179321.868","1170165.369","1154085.574","1113832.915","1116920.529","583243.684","535444.339","402222.229","379072.458","354888.593","335570.837","330385.699","323792.433","333491.648","334507.407","323799.767","329351.605","326913.05","331654.481","346348.15","339417.52","370091.975","358889.29","343550.229","397180.104","401334.815","370722.699","393821.132","361679.877","391342.24","","","","",
"Rwanda","RWA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","106.343","132.012","84.341","84.341","36.67","47.671","44.004","40.337","51.338","55.005","58.672","62.339","66.006","66.006","69.673","176.016","267.691","267.691","289.693","293.36","495.045","597.721","608.722","693.063","630.724","612.389","594.054","579.386","667.394","652.726","498.712","443.707","451.041","454.708","454.708","447.374","443.707","454.708","458.375","476.71","487.711","484.044","480.377","469.376","476.71","476.71","476.71","502.379","491.378","524.381","539.049","612.389","685.729","744.401","770.07","850.744","861.745","","","","",
"Asia meridional","SAS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","34447.276327123","37340.803530583","42544.7516949807","47649.6818181953","48650.8642346016","53352.3875233668","59979.2616129134","58233.610220205","72330.8454167833","73680.4246447596","78469.963970132","82261.811","74832.469","78616.813","76915.325","80112.949","81385.398","87098.584","95705.033","105066.884","106416.34","113911.688","120493.953","127204.563","135400.308","149342.242","155385.458","164670.302","173005.393","191974.784","203111.463","210812.163","235516.742","237856.288","255468.889","275080.005","310129.191","312380.729","334294.721","357972.54","379651.844","376083.853","362138.252","361588.202","368603.173","373824.981","396989.42","419112.431","489786.522","544303.811","509867.014","511817.858","539041.666","567002.541","622938.959","714580.956","774708.755","","","","",
"Arabia Saudita","SAU","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","2632.906","3516.653","6142.225","6820.62","5680.183","2119.526","4110.707","4466.406","5438.161","8045.398","16402.491","21151.256","17231.233","20568.203","21976.331","25566.324","27858.199","44381.701","50399.248","70622.753","72129.89","81198.381","96181.743","117167.984","109096.917","123464.223","147230.05","131120.919","134883.261","133511.803","88466.375","149646.603","163738.884","185638.208","174644.542","150871.381","169481.406","124105.948","115008.121","135253.628","198531.38","205172.317","219642.299","217016.727","263411.611","256899.019","283998.149","258677.514","289051.275","326333.664","359941.719","335985.208","386534.803","359677.695","413230.563","415504.103","322490.648","","","","",
"Sudán","SDN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1272.449","1301.785","1408.128","1569.476","1815.165","2368.882","2592.569","3116.95","3028.942","4096.039","4774.434","4884.444","5298.815","5320.817","5533.503","4132.709","3689.002","3733.006","3344.304","3479.983","3655.999","3567.991","3736.673","3810.013","3417.644","3978.695","4176.713","3289.299","4778.101","3685.335","5137.467","4807.437","4253.72","2896.93","4066.703","4103.373","4242.719","5280.48","4598.418","4979.786","5460.163","6274.237","8016.062","8936.479","11309.028","10817.65","11914.083","13963.936","14789.011","15251.053","14979.695","14161.954","12893.172","13710.913","14103.282","17968.3","17997.636","","","","",
"Senegal","SEN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","744.401","722.399","722.399","766.403","821.408","1602.479","1624.481","616.056","-179.683","388.702","1188.108","1232.112","1287.117","1404.461","1686.82","2401.885","1584.144","2079.189","2449.556","2709.913","3157.287","3109.616","2874.928","2434.888","3116.95","2475.225","2478.892","2266.206","2533.897","3490.984","2937.267","3168.288","3175.622","3274.631","3520.32","3058.278","3252.629","2790.587","2893.263","3190.29","3270.964","3560.657","3410.31","3828.348","3644.998","4107.04","2823.59","2878.595","2937.267","2291.875","4994.454","5053.126","4701.094","4935.782","5731.521","6864.624","6831.621","","","","",
"Singapur","SGP","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1386.126","2086.523","2482.559","3285.632","3582.659","2416.553","462.042","2816.256","5119.132","6886.626","17836.288","16270.479","21726.975","20692.881","21426.281","23879.504","29350.668","27619.844","32474.952","35441.555","30447.101","25709.337","28400.915","33413.704","31976.24","32379.61","34103.1","31796.557","35261.872","40993.393","43490.62","44227.687","46497.56","46900.93","56794.496","37154.044","45030.76","53805.891","44191.017","46585.568","45723.823","45151.771","40491.014","20755.22","16325.484","17590.599","17025.881","5163.136","21033.912","43380.61","41770.797","30047.398","31792.89","34623.814","33905.082","38287.147","15852.441","","","","",
"Islas Salomón","SLB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","11.001","14.668","14.668","14.668","18.335","25.669","25.669","33.003","36.67","36.67","40.337","47.671","55.005","66.006","66.006","58.672","62.339","80.674","62.339","110.01","102.676","135.679","121.011","143.013","143.013","150.347","154.014","161.348","157.681","161.348","146.68","146.68","143.013","143.013","139.346","143.013","143.013","143.013","143.013","154.014","154.014","157.681","157.681","161.348","161.348","161.348","165.015","179.683","179.683","179.683","187.017","183.35","183.35","194.351","194.351","190.684","168.682","","","","",
"Sierra Leona","SLE","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","685.729","260.357","282.359","355.699","304.361","271.358","300.694","253.023","363.033","1085.432","858.078","803.073","678.395","539.049","520.714","524.381","451.041","513.38","711.398","678.395","608.722","693.063","553.717","689.396","616.056","663.727","674.728","498.712","458.375","374.034","487.711","546.383","451.041","454.708","480.377","374.034","425.372","399.703","396.036","377.701","388.702","513.38","517.047","568.385","553.717","462.042","616.056","517.047","535.382","535.382","575.719","744.401","861.745","1034.094","1140.437","905.749","931.418","","","","",
"El Salvador","SLV","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","575.719","546.383","616.056","1085.432","1188.108","1001.091","1235.779","1089.099","1184.441","1122.102","1349.456","1419.129","1569.476","1848.168","1826.166","1943.51","2049.853","2101.191","2163.53","2097.524","1873.837","1606.146","1558.475","1686.82","1408.128","1763.827","1771.161","2145.195","2159.863","2273.54","2200.2","2863.927","3138.952","3604.661","4147.377","4616.753","4008.031","4979.786","5276.813","5148.468","5218.141","5364.821","5518.835","5856.199","5731.521","5837.864","6186.229","6329.242","5892.869","5837.864","5815.862","5988.211","5973.543","5632.512","5786.526","6351.244","6670.273","","","","",
"San Marino","SMR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","84.341","88.008","106.343","102.676","135.679","132.012","139.346","227.354","154.014","161.348","216.353","187.017","234.688","264.024","330.03","502.379","480.377","799.406","557.384","487.711","814.074","275.025","718.732","935.085","715.065","858.078","924.084","993.757","982.756","931.418","715.065","704.064","671.061","630.724","619.723","579.386","568.385","539.049","513.38","491.378","480.377","502.379","586.72","594.054","594.054","594.054","594.054","608.722","601.388","597.721","612.389","612.389","608.722","630.724","630.724","630.724","645.392","","","","",
"Serbia","SRB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14902.688","13608.237","10282.268","10161.257","9592.872","9303.179","8899.809","8221.414","8221.414","8496.439","8896.142","","","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","25869.2757793031","28380.7780494402","30001.6197701037","31992.3814557835","38064.8054306136","41874.3366493256","46130.0291819408","50946.2833653574","51087.3771141986","59118.2807644563","65944.167532719","79477.7273877829","80747.5711273535","87115.8565480232","89865.2779781446","94464.1715214546","93655.7424740402","93522.2754143256","98769.4375333924","103608.571784189","110339.12493837","117817.093626952","132426.01664886","135869.466789497","140567.507291452","140590.387358832","137082.110360619","126446.692373644","139759.078244038","152861.730163452","124227.325837818","125868.716095759","125417.960956431","115389.590418673","113005.43100405","125752.46435421","130358.130775238","144393.565985943","139417.669145219","128281.138120739","136107.809193129","138107.053459492","136466.932700235","155770.746783226","169550.72300434","153745.586387484","181072.293665304","191161.072602041","202031.037724339","215696.242515347","228228.542222083","259620.379508174","243034.056705758","256554.153910956","288539.19868807","276874.801099271","287316.793385203","","","","",
"Sudán del Sur","SSD","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1331.121","1448.465","1536.473","1943.51","1727.157","","","","",
"África al sur del Sahara","SSF","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","25874.2150204649","28386.1968137048","30007.3480029523","31998.4897863258","38070.5526873234","41879.895849847","46135.3783016752","50951.3947323733","51092.4815161704","59122.9887236527","65971.4174722938","79508.1224041846","80789.3429273158","87161.1271361015","89918.0391546247","94520.5188314675","93735.008629786","93605.3613149453","98844.6380970349","103729.291341472","110432.820149997","117914.232847566","132507.182079776","135965.714860967","140663.52344578","140739.786572157","137246.935384098","126650.173974034","139958.089526795","153098.226201526","124377.532808004","126041.408605496","125590.662028246","115573.65751398","113208.169277997","125951.400315176","130594.053342667","144736.744383348","139853.443471657","128794.747623879","136684.2959505","138746.463204337","137010.096162955","156324.865576367","170293.549685396","154440.407529323","181811.327650725","191807.470532882","202729.182200424","216223.975091336","228674.726392333","259947.844512918","243457.911032501","256885.983406832","289029.408640699","277368.6723617","287924.823581116","","","","",
"Pequeños Estados","SST","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","9526.38824408891","14230.1799452118","17866.879208095","10699.9389607801","16747.158561975","17801.787569928","16860.9359653227","20475.5565485971","21963.414900066","22129.7049511126","29008.8617996688","35090.6593715451","36214.9954217243","43433.4953547812","39588.0035722618","41937.2971868385","47156.4913808608","54151.8740432596","53250.6552637386","52314.4376966633","51955.7001242326","45130.9365511606","41696.6805224032","34185.0657435798","35838.7584555164","35344.4005813131","34731.9217991144","37208.0860185751","37877.4378305495","40747.3384099951","42632.8980894785","43543.1647056036","46559.9653850117","49801.5994691584","48899.2889508907","49044.1042192547","52998.6750091931","55939.5389205839","60595.906780286","58939.814224124","59908.9625585596","67216.5637929246","66143.4455222277","69362.2759057645","63861.7429718725","68591.8308887614","78278.0698942083","76698.0712123312","78462.2189247301","72403.7158205627","75088.6086855707","69280.548262913","65350.8079515777","71729.730368853","62621.7193192445","61468.9463881781","64242.2307878364","","","","",
"Santo Tomé y Príncipe","STP","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","11.001","11.001","11.001","7.334","11.001","11.001","11.001","11.001","14.668","14.668","14.668","11.001","11.001","14.668","18.335","18.335","29.336","29.336","33.003","33.003","40.337","44.004","47.671","55.005","51.338","55.005","51.338","51.338","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","47.671","51.338","58.672","66.006","73.34","77.007","84.341","84.341","84.341","91.675","99.009","102.676","113.677","113.677","113.677","113.677","121.011","","","","",
"Suriname","SUR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","432.706","429.039","495.045","531.715","594.054","773.737","1045.095","1290.784","1386.126","1452.132","1529.139","1606.146","1631.815","1987.514","1485.135","1917.841","1892.172","1796.83","2288.208","2189.199","2273.54","1936.176","1793.163","1294.451","1499.803","1573.143","1734.491","1734.491","1851.835","1829.833","1716.156","2002.182","2009.516","2016.85","2016.85","2035.185","2057.187","2079.189","2079.189","2097.524","2167.197","2328.545","1525.472","1499.803","1518.138","1554.808","1705.155","1723.49","1899.506","1965.512","2368.882","1756.493","2196.533","2031.518","2163.53","1639.149","1653.817","","","","",
"República Eslovaca","SVK","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7726.369","6637.27","7330.333","7825.378","6952.632","7275.328","7055.308","6178.895","4829.439","6695.942","7821.711","7289.996","7264.327","7799.709","7590.69","7814.377","8210.413","7378.004","8118.738","7906.052","7869.382","7664.03","7084.644","7909.719","8577.113","","","","",
"Eslovenia","SVN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4745.098","5768.191","6200.897","6758.281","7744.704","7931.721","7110.313","7444.01","6703.276","6978.301","6765.615","6893.96","6992.969","7124.981","7348.668","7216.656","8408.431","7256.993","7352.335","7330.333","7124.981","6714.277","6556.596","6479.589","6820.62","","","","",
"Suecia","SWE","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","37696.76","37942.449","41110.737","44913.416","49863.866","52878.14","63149.407","59511.743","69111.949","78019.092","83354.577","76299.269","77421.371","79456.556","72448.919","72173.894","80296.299","79119.192","72687.274","76852.986","64128.496","62808.376","54407.279","49324.817","46394.884","49423.826","48822.438","46849.592","44543.049","42566.536","38375.155","38624.511","38532.836","38532.836","40799.042","41191.411","41283.086","39233.233","40344.334","38899.536","36952.359","37267.721","43208.261","41345.425","39933.63","38378.822","35925.599","34403.794","36490.317","32408.946","38250.477","38554.838","35368.215","32958.996","32412.613","27080.795","32126.587","","","","",
"Eswatini","SWZ","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","539.049","550.05","572.052","579.386","597.721","612.389","616.056","638.058","649.059","652.726","656.393","641.725","645.392","649.059","649.059","649.059","645.392","678.395","696.73","685.729","689.396","700.397","715.065","726.066","722.399","751.735","836.076","","","","",
"Sint Maarten (Dutch part)","SXM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","696.73","715.065","733.4","","","","","","",
"Seychelles","SYC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","7.334","7.334","7.334","7.334","7.334","7.334","7.334","29.336","33.003","44.004","47.671","55.005","58.672","80.674","84.341","77.007","121.011","95.342","99.009","84.341","99.009","99.009","150.347","165.015","201.685","198.018","234.688","150.347","172.349","172.349","183.35","201.685","198.018","234.688","341.031","432.706","509.713","572.052","634.391","539.049","550.05","737.067","689.396","733.4","641.725","693.063","524.381","443.707","326.363","421.705","330.03","487.711","491.378","605.055","","","","",
"República Árabe Siria","SYR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","2970.27","2786.92","2893.263","3263.63","4041.034","3329.636","4598.418","4305.058","5500.5","6574.931","5845.198","8030.73","6893.96","7102.979","8833.803","10278.601","12277.116","13028.851","13413.886","20806.558","19020.729","24532.23","22233.021","25195.957","29966.724","26519.744","28360.578","29101.312","30054.732","27440.161","28404.582","32130.254","31400.521","32775.646","32870.988","32441.949","33230.354","32625.299","34532.139","36061.278","34869.503","34334.121","22984.756","37660.09","34018.759","35463.557","38276.146","51382.004","52962.481","45225.111","39874.958","38048.792","29002.303","23582.477","19061.066","18760.372","19754.129","","","","",
"Islas Turcas y Caicos","TCA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.336","29.336","33.003","40.337","44.004","47.671","47.671","55.005","58.672","66.006","69.673","73.34","99.009","102.676","102.676","121.011","143.013","165.015","172.349","179.683","183.35","183.35","183.35","187.017","198.018","205.352","216.353","","","","",
"Chad","TCD","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","55.005","51.338","84.341","91.675","99.009","106.343","84.341","117.344","124.678","161.348","124.678","150.347","121.011","161.348","150.347","183.35","183.35","198.018","194.351","201.685","209.019","209.019","205.352","205.352","216.353","179.683","187.017","198.018","66.006","102.676","377.701","385.035","407.037","403.37","407.037","421.705","436.373","451.041","462.042","476.71","487.711","502.379","509.713","744.401","748.068","766.403","792.072","854.411","927.751","942.419","997.424","821.408","850.744","876.413","902.082","902.082","916.75","","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","55490.2234780271","60748.7768511021","59816.1573696769","63526.4546333582","73112.3067132157","83182.2154903244","96737.1564489462","102269.186480232","119811.73794549","145069.05012414","202993.953435815","234759.104656574","259007.591730049","289415.414627482","305651.996138405","329067.743943245","372296.816813718","405621.061378839","441718.657869458","444425.977606255","445280.727604457","431733.123555691","433912.185782869","452100.385315439","446678.408931991","463498.274776451","484841.345547022","506345.828334422","552311.568581115","573207.087850481","562491.531006061","617083.805103129","676268.535504003","739662.292479288","744749.196785028","817429.21309855","887281.541438224","965374.874806736","917106.131066399","937629.791120417","1043765.28045266","1055105.37281989","1058629.897","1147818.671","1292624.834","1301884.009","1315473.911","1342529.037","1398340.777","1405022.051","1585423.783","1627528.277","1694847.063","1779070.719","1810588.584","1874731.748","1901269.827","","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","594175.036024662","644675.486634924","726113.100682642","793987.86227938","855763.190231293","917786.015490705","984582.788814778","1078043.27206681","1157473.4079537","1246764.93655941","1370871.08642007","1468841.52060876","1596891.12756891","1724654.7376404","1834279.54504225","1941126.88265993","2006180.17495117","2095246.20601005","2244146.086142","2246637.5590375","2282618.16760778","2290301.5840206","2309886.87095408","2304238.43240292","2248353.5403695","2275836.74138229","2293645.54764193","2075902.91644391","2042732.77729879","2028922.42754031","1937821.41861977","1910635.21437597","1100560.02710911","989338.871861387","794975.196991965","777601.235914113","731415.957028093","699602.520945443","690438.357652","663351.660980236","663344.146291189","669611.396956816","668285.054339929","678820.648384544","689390.058529872","676592.543081956","702769.582553058","707977.515583123","725424.275","697998.782","696509.98","746087.82","741115.368","711394.333","724122.49","721991.963","770741.061","","","","",
"Togo","TGO","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","66.006","91.675","88.008","106.343","132.012","132.012","179.683","198.018","194.351","242.022","275.025","315.362","341.031","344.698","311.695","311.695","322.696","462.042","355.699","1382.459","568.385","484.044","594.054","429.039","487.711","407.037","535.382","583.053","605.055","641.725","575.719","649.059","660.06","689.396","689.396","777.404","854.411","777.404","916.75","1235.779","1012.092","762.736","832.409","1063.43","997.424","938.752","821.408","913.083","1052.429","2196.533","2046.186","1866.503","1576.81","1620.814","1668.485","1815.165","2236.87","","","","",
"Tailandia","THA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","3303.967","3622.996","4404.067","4924.781","6838.955","6684.941","8544.11","10931.327","15570.082","12970.179","13604.57","17330.242","19739.461","22163.348","21682.971","21796.648","25815.68","28983.968","31737.885","32573.961","35742.249","32515.289","29589.023","33432.039","34638.482","33054.338","34231.445","38085.462","42661.878","51202.321","56959.511","61224.232","67139.103","75059.823","82580.84","98330.605","104916.537","105382.246","96497.105","96750.128","94399.581","90549.231","95059.641","102727.338","111370.457","113291.965","111198.108","106764.705","98477.285","104637.845","107278.085","107655.786","113288.298","116368.578","115954.207","115173.136","120086.916","","","","",
"Tayikistán","TJK","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2959.269","1800.497","656.393","671.061","630.724","630.724","968.088","1004.758","729.733","781.071","770.07","832.409","1078.098","916.75","1111.101","1521.805","1474.134","1598.812","1686.82","1455.799","1840.834","1840.834","2563.233","2533.897","2394.551","","","","",
"Turkmenistán","TKM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17352.244","8797.133","8819.135","8118.738","9427.857","9215.171","11818.741","12915.174","12346.789","11734.4","13252.538","14979.695","15357.396","15372.064","15009.031","15691.093","16215.474","15265.721","17000.212","17766.615","18591.69","19108.737","19996.151","20128.163","19985.15","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","176569.717","183250.991","189085.188","190152.285","204783.615","211310.875","222462.222","235872.441","258710.517","285395.276","315215.32","338658.451","362464.615","397642.146","432291.629","445470.827","471539.53","491623.689","527351.27","560673.299","595278.778","589770.944","591267.08","558139.402","551161.101","563232.865","595462.128","623070.971","634739.365","650379.12","643987.539","656734.031","697368.058","711636.355","721867.285","716209.104","733653.023","776116.883","831646.264","857326.265","833373.421","861979.688","865855.707","867751.546","851748.758","891906.075000001","902133.338","918172.796","961399.392","942686.691","967013.569","982645.99","1036990.93","1051325.233","1055138.913","1015128.276","988054.815","","","","",
"Timor-Leste","TLS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.348","161.348","176.016","176.016","179.683","183.35","201.685","227.354","234.688","245.689","293.36","443.707","513.38","502.379","495.045","","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","57971.603","57106.191","57799.254","64399.854","71510.167","75983.9070000001","90156.8620000001","75118.495","92760.4320000001","87564.293","89654.4830000001","104883.534","107534.775","124076.612","138099.22","149287.237","178065.853","200155.861","197849.318","237940.629","226367.577","238696.031","254112.099","283272.083","292813.617","302630.176","299810.253","316869.137","347704.94","359325.663","341698.394","373080.58","391037.879","412790.523","428697.969","435569.927","427293.508","434055.456","489493.162","532089.034","528994.086","541593.898","514219.743","553188.952","577229.804","577097.792","581681.542","550339.693","605084.336","626187.921","622282.566","635296.749","671541.377","691222.166","707929.018","663547.317","668670.116","","","","",
"Tonga","TON","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","11.001","11.001","11.001","11.001","11.001","11.001","11.001","14.668","14.668","11.001","25.669","18.335","22.002","25.669","22.002","33.003","29.336","29.336","36.67","40.337","40.337","47.671","44.004","47.671","47.671","47.671","47.671","55.005","69.673","69.673","77.007","95.342","69.673","84.341","91.675","95.342","77.007","99.009","88.008","110.01","95.342","88.008","102.676","117.344","110.01","113.677","128.345","113.677","121.011","132.012","117.344","102.676","106.343","113.677","113.677","121.011","128.345","","","","",
"Asia meridional (BIRF y la AIF)","TSA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","34447.276327123","37340.803530583","42544.7516949807","47649.6818181953","48650.8642346016","53352.3875233668","59979.2616129134","58233.610220205","72330.8454167833","73680.4246447596","78469.963970132","82261.811","74832.469","78616.813","76915.325","80112.949","81385.398","87098.584","95705.033","105066.884","106416.34","113911.688","120493.953","127204.563","135400.308","149342.242","155385.458","164670.302","173005.393","191974.784","203111.463","210812.163","235516.742","237856.288","255468.889","275080.005","310129.191","312380.729","334294.721","357972.54","379651.844","376083.853","362138.252","361588.202","368603.173","373824.981","396989.42","419112.431","489786.522","544303.811","509867.014","511817.858","539041.666","567002.541","622938.959","714580.956","774708.755","","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","25874.2150204649","28386.1968137048","30007.3480029523","31998.4897863258","38070.5526873234","41879.895849847","46135.3783016753","50951.3947323733","51092.4815161705","59122.9887236528","65971.4174722939","79508.1224041847","80789.3429273158","87161.1271361016","89918.0391546247","94520.5188314676","93735.008629786","93605.3613149454","98844.6380970349","103729.291341472","110432.820149997","117914.232847566","132507.182079776","135965.714860967","140663.523445781","140739.786572157","137246.935384098","126650.173974034","139958.089526795","153098.226201526","124377.532808004","126041.408605496","125590.662028246","115573.65751398","113208.169277997","125951.400315176","130594.053342667","144736.744383348","139853.443471657","128794.747623879","136684.2959505","138746.463204337","137010.096162955","156324.865576367","170293.549685396","154440.407529323","181811.327650725","191807.470532882","202729.182200424","216223.975091336","228674.726392333","259947.844512918","243457.911032501","256885.983406832","289029.408640699","277368.6723617","287924.823581116","","","","",
"Trinidad y Tobago","TTO","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1019.426","2959.269","5526.169","-370.367","1617.147","2849.259","1301.785","1624.481","872.746","707.731","3355.305","2698.912","2959.269","3483.65","3278.298","2731.915","8166.409","7697.033","6376.913","7102.979","5757.19","6640.937","5148.468","1965.512","2896.93","3410.31","2786.92","2728.248","2915.265","2225.869","3556.99","3197.624","4858.775","4121.708","3274.631","3267.297","4316.059","2284.541","2541.231","3916.356","3854.017","3443.313","3567.991","4129.042","3333.303","4140.043","4151.044","5082.462","5177.804","5346.486","5496.833","5038.458","4481.074","5034.791","4554.414","5027.457","5705.852","","","","",
"Túnez","TUN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1393.46","1452.132","1507.137","1653.817","2405.552","2082.856","2416.553","2475.225","3006.94","3215.959","3094.948","3670.667","3986.029","3997.03","4220.717","4422.402","4807.437","5639.846","6068.885","6912.295","7425.675","7568.688","7425.675","8643.119","8144.407","7972.058","8782.465","7223.99","8459.769","8122.405","8808.134","11257.69","9955.905","11338.364","9684.547","9009.819","9992.575","9904.567","10432.615","10315.271","11224.687","11521.714","11452.041","11668.394","12170.773","12321.12","12335.788","12233.112","11980.089","11562.051","11507.046","10780.98","10832.318","11397.036","11862.745","13582.568","13193.866","","","","",
